BIN	Q1_25	Q1_5	Q2	Q5	Q10	Q25	Q50	Q100	Q200	Q500
2200300	2531	2989	3631	5483	6977	9117	10865	13470	14906	17971
2200510	129	155	190	284	351	437	502	573	637	736
2200580	115	149	199	359	496	700	878	1078	1303	1645
2200630	55	72	95	172	237	333	418	512	618	779
2200730	86	104	131	215	287	394	486	591	705	881
2200980	60	75	97	157	210	289	360	435	518	630
2201090	101	131	176	319	442	625	786	966	1168	1478
2201440	155	192	248	403	535	729	901	1082	1282	1552
2201470	848	1011	1223	1798	2214	2762	3175	3644	4064	4720
2201490	280	333	403	595	735	922	1064	1225	1372	1599
2201530	464	558	695	1117	1483	2033	2512	3082	3671	4609
2201640	3737	4370	5164	7290	8808	10791	12285	14006	15511	17921
2201650	3749	4389	5191	7339	8873	10878	12387	14127	15650	18087
2201670	393	468	575	908	1196	1628	2004	2451	2911	3641
2201680	1385	1651	1996	2924	3592	4467	5124	5874	6536	7576
2201700	171	204	248	367	451	561	643	734	817	945
2201710	1535	1827	2204	3217	3941	4884	5589	6394	7100	8215
2201720	1645	1956	2356	3434	4202	5203	5951	6805	7554	8735
2201730	990	1181	1429	2100	2583	3220	3699	4245	4730	5490
2201740	966	1153	1395	2051	2524	3146	3615	4149	4625	5369
2201760	180	216	263	392	486	612	707	815	912	1063
2201770	528	631	764	1127	1389	1732	1992	2286	2550	2965
2201780	507	605	733	1080	1330	1658	1907	2187	2441	2837
2201800	5605	6355	7268	9680	11370	13582	15215	17130	18727	21297
2201820	150	181	226	368	490	676	838	1025	1232	1552
2201840	118	141	171	254	313	390	448	513	571	662
2201870	286	347	435	708	944	1299	1608	1970	2354	2957
2201880	303	365	455	737	984	1361	1695	2101	2519	3201
2201890	233	281	352	574	770	1071	1339	1663	2007	2565
2201900	165	199	250	412	554	775	972	1211	1466	1883
2201910	160	194	244	401	540	755	947	1180	1430	1838
2201920	288	346	429	681	890	1194	1450	1755	2041	2495
2201960	259	309	382	609	808	1108	1371	1680	2011	2532
2202010	486	578	710	1112	1452	1953	2379	2898	3383	4169
2202040	401	476	583	903	1168	1552	1872	2270	2608	3170
2202070	462	551	676	1059	1383	1862	2269	2765	3229	3982
2202080	183	223	281	467	630	879	1101	1361	1650	2106
2202090	126	154	196	328	443	621	780	965	1173	1502
2202100	380	474	609	1026	1379	1899	2343	2852	3389	4211
2202110	229	288	374	643	872	1211	1503	1832	2193	2740
2202120	322	400	514	874	1187	1661	2078	2563	3101	3944
2202140	1336	1629	2048	3336	4437	6083	7497	9197	10896	13608
2202190	369	442	547	861	1122	1500	1816	2199	2544	3101
2202200	31	38	48	79	105	144	177	214	255	316
2202250	333	400	494	778	1012	1350	1632	1980	2281	2777
2202270	92	112	141	231	305	413	504	605	713	873
2202330	1252	1484	1815	2818	3670	4936	6015	7412	8601	10649
2202340	1252	1485	1816	2820	3672	4939	6019	7416	8606	10657
2202370	1256	1490	1823	2833	3692	4969	6059	7462	8671	10743
2202550	187	227	280	426	534	677	786	909	1023	1199
2202580	417	508	628	958	1199	1519	1765	2041	2297	2695
2202600	423	504	609	891	1089	1343	1531	1743	1930	2226
2202630	210	250	301	441	541	670	767	875	972	1123
2202640	200	239	289	425	523	652	748	857	954	1105
2202670	59	70	85	124	151	187	214	243	270	312
2202690	219	262	318	470	579	719	824	941	1047	1212
2202700	239	286	348	517	637	791	907	1037	1154	1337
2202720	139	167	203	303	375	470	541	620	691	802
2202740	9108	10114	11292	14395	16499	19192	21131	23429	25254	28268
2202750	723	857	1026	1483	1806	2231	2548	2909	3230	3733
2202760	413	500	615	931	1160	1466	1699	1963	2205	2582
2202770	413	500	614	926	1153	1455	1685	1945	2184	2556
2202790	304	369	453	685	853	1073	1239	1426	1597	1862
2202800	416	494	595	864	1053	1294	1474	1674	1852	2132
2202810	416	494	594	863	1052	1293	1472	1673	1850	2130
2202830	356	423	510	741	904	1112	1267	1440	1593	1835
2202840	430	511	615	895	1091	1342	1528	1736	1920	2212
2202850	2086	2382	2741	3690	4339	5176	5786	6489	7079	8019
2202860	2443	2840	3328	4622	5512	6651	7486	8443	9258	10559
2202870	242	292	357	535	662	827	951	1089	1214	1408
2202940	978	1170	1414	2077	2548	3163	3626	4150	4618	5354
2202970	966	1155	1395	2047	2510	3115	3570	4086	4546	5268
2202980	106	128	161	259	343	466	572	690	817	1010
2202990	116	139	173	278	369	506	625	762	912	1144
2203060	82	101	127	198	250	321	375	435	492	577
2203070	151	184	229	354	445	565	656	758	851	995
2203370	385	463	564	839	1034	1284	1470	1678	1862	2150
2203420	381	456	555	823	1015	1266	1453	1665	1854	2148
2203450	155	185	224	329	404	500	571	651	722	834
2203460	168	200	242	354	434	536	612	698	774	893
2203520	42	51	63	94	117	148	171	197	221	257
2203600	191	233	288	443	559	716	837	975	1105	1306
2203620	153	184	226	339	420	529	611	703	787	917
2203700	219	264	322	481	596	748	863	993	1112	1298
2203790	327	389	471	692	853	1067	1230	1413	1579	1837
2203810	315	369	438	622	753	922	1048	1190	1317	1516
2203820	159	186	222	319	388	478	546	622	691	797
2203840	648	760	903	1286	1556	1902	2160	2452	2709	3118
2203850	431	512	616	897	1095	1348	1536	1747	1934	2228
2203860	384	457	551	806	985	1214	1384	1575	1745	2011
2203870	451	527	625	885	1070	1307	1484	1684	1861	2141
2203950	226	262	307	428	513	624	706	799	882	1014
2203980	249	295	355	515	629	776	886	1010	1121	1295
2203990	271	322	389	567	695	860	985	1124	1250	1446
2204000	278	332	401	588	721	893	1022	1166	1296	1500
2204010	287	342	413	605	741	917	1050	1198	1331	1540
2204030	1821	2097	2442	3355	3996	4816	5427	6126	6730	7704
2204050	344	398	468	654	785	953	1080	1222	1349	1549
2204060	332	385	452	631	757	919	1041	1178	1300	1494
2204080	1067	1227	1428	1962	2340	2826	3189	3604	3965	4543
2204090	345	400	470	656	787	957	1084	1226	1354	1555
2204100	542	642	771	1117	1360	1670	1901	2160	2389	2750
2204110	381	453	548	805	991	1237	1423	1634	1825	2123
2204130	349	416	503	739	911	1136	1308	1501	1676	1950
2204140	345	411	497	730	899	1122	1291	1481	1654	1924
2204170	122	145	175	258	317	395	454	520	580	673
2204340	101	120	146	214	264	330	380	436	488	566
2204370	436	519	627	919	1130	1406	1616	1853	2068	2404
2204380	439	523	631	924	1136	1415	1626	1865	2080	2419
2204400	758	904	1091	1599	1964	2444	2809	3222	3596	4186
2204410	758	904	1091	1598	1964	2444	2809	3222	3596	4186
2204420	959	1144	1379	2020	2481	3085	3544	4064	4534	5278
2204430	998	1190	1436	2103	2583	3212	3690	4232	4722	5498
2204450	1023	1219	1470	2150	2640	3283	3772	4326	4827	5620
2204460	209	250	303	447	552	691	797	916	1026	1198
2204480	240	285	342	500	614	766	882	1012	1133	1322
2204490	596	685	797	1097	1309	1585	1792	2028	2235	2564
2204500	150	174	206	291	353	435	497	567	630	727
2204540	255	305	370	546	673	837	960	1098	1222	1415
2204570	297	353	420	579	682	812	910	1011	1109	1239
2204590	725	872	1063	1587	1972	2487	2882	3332	3742	4384
2204620	86	104	127	191	239	303	353	409	461	542
2204630	736	884	1076	1607	2003	2543	2963	3445	3893	4595
2204670	432	498	582	806	964	1167	1319	1491	1643	1884
2204680	376	434	508	705	843	1022	1155	1306	1440	1653
2204690	374	432	505	701	839	1017	1150	1300	1433	1645
2204730	154	178	210	296	357	437	497	564	625	719
2204760	312	359	420	581	694	841	950	1074	1184	1360
2204780	1091	1261	1475	2042	2440	2950	3330	3763	4140	4746
2204820	291	339	399	561	677	826	938	1064	1177	1354
2204830	279	324	382	536	646	788	895	1016	1123	1292
2204840	277	322	380	533	642	784	890	1010	1117	1285
2204850	228	265	312	439	530	647	736	835	924	1064
2204860	136	161	195	288	358	452	525	608	685	804
2204900	346	406	477	641	742	868	963	1060	1152	1274
2204920	199	233	276	393	476	583	663	753	833	959
2204940	957	1097	1271	1730	2049	2455	2756	3099	3395	3872
2204950	628	714	821	1104	1301	1554	1741	1954	2140	2436
2204980	226	271	327	469	564	685	777	871	963	1086
2204990	699	827	980	1346	1582	1880	2104	2334	2558	2852
2205000	496	587	695	952	1116	1323	1479	1639	1793	1998
2205030	223	274	341	526	661	842	986	1136	1289	1498
2205050	341	420	521	805	1014	1295	1516	1747	1984	2304
2205060	283	338	404	569	677	814	917	1024	1127	1263
2205200	267	327	407	622	774	980	1136	1298	1468	1698
2205240	752	907	1109	1666	2076	2628	3053	3538	3982	4675
2205250	1762	2070	2456	3490	4214	5142	5832	6618	7303	8400
2205290	4154	4643	5235	6809	7920	9358	10431	11683	12741	14474
2205310	335	383	444	607	723	875	990	1120	1235	1417
2205330	568	652	758	1041	1243	1508	1708	1935	2136	2456
2205340	418	483	567	791	952	1161	1319	1499	1659	1914
2205360	3	4	5	7	9	11	13	16	18	22
2205410	558	674	824	1237	1542	1950	2266	2624	2955	3474
2205420	955	1147	1396	2079	2578	3247	3761	4347	4885	5730
2205430	2897	3468	4192	6170	7607	9522	10985	12668	14181	16572
2205440	562	640	740	1008	1206	1471	1677	1912	2126	2465
2205460	4501	5099	5819	7721	9029	10692	11916	13334	14521	16465
2205480	242	284	338	484	588	723	825	939	1041	1202
2205490	327	380	447	627	754	917	1038	1175	1296	1487
2205500	454	528	622	872	1048	1275	1443	1634	1801	2067
2205510	4361	4968	5702	7641	8978	10673	11924	13370	14588	16585
2205540	292	340	401	566	682	832	945	1072	1185	1364
2205560	2459	2785	3183	4238	4978	5937	6649	7473	8175	9304
2205570	2440	2766	3166	4224	4965	5927	6640	7465	8169	9301
2205590	1066	1221	1415	1931	2297	2772	3128	3535	3889	4455
2205600	1054	1194	1368	1829	2152	2572	2885	3243	3552	4045
2205620	2391	2697	3071	4061	4755	5657	6326	7101	7759	8817
2205630	1128	1274	1455	1934	2271	2709	3035	3410	3732	4245
2205650	638	748	890	1277	1568	1967	2279	2637	2969	3489
2205660	299	355	429	629	777	974	1124	1295	1451	1692
2205670	217	248	288	395	473	575	652	740	818	941
2205680	813	931	1080	1477	1758	2125	2400	2714	2990	3428
2205690	538	620	723	997	1188	1434	1618	1826	2009	2302
2205700	529	607	704	964	1146	1379	1552	1749	1922	2199
2205710	1378	1584	1839	2514	2984	3582	4026	4533	4971	5677
2205720	1378	1584	1838	2514	2984	3582	4026	4533	4970	5677
2205730	1400	1614	1880	2585	3076	3700	4165	4694	5152	5892
2205750	4411	5034	5789	7783	9158	10900	12187	13674	14928	16984
2205760	4411	5034	5789	7783	9158	10901	12188	13674	14928	16985
2205770	2479	2976	3609	5342	6602	8283	9567	11043	12373	14475
2205790	143	173	214	329	414	532	623	726	824	974
2205870	533	644	790	1191	1487	1884	2191	2539	2861	3364
2205890	962	1159	1415	2118	2635	3326	3858	4465	5021	5893
2205900	1017	1226	1496	2239	2784	3515	4077	4718	5306	6227
2205920	597	718	876	1311	1630	2056	2384	2756	3098	3634
2205930	7	8	10	15	18	24	28	32	37	44
2205940	823	946	1099	1506	1791	2156	2429	2738	3008	3441
2205950	211	251	300	416	489	580	648	718	785	874
2205960	1565	1817	2133	2983	3595	4400	5012	5714	6340	7339
2205990	91	106	124	174	211	259	296	338	376	436
2206020	39	46	55	79	97	122	141	163	184	215
2206030	587	678	795	1106	1329	1622	1844	2096	2323	2682
2206070	775	940	1151	1700	2075	2574	2945	3324	3725	4255
2206090	708	867	1069	1586	1933	2391	2730	3073	3434	3912
2206130	194	226	265	368	438	526	592	655	724	809
2206140	165	195	231	323	385	463	521	576	636	710
2206160	81	94	110	148	172	201	221	240	260	283
2206170	1720	2938	4816	13199	22241	39176	57095	79137	107489	155315
2206180	2062	3553	5868	16331	27746	49325	72344	100833	137686	200268
2206200	267	312	371	529	645	801	919	1053	1174	1362
2206210	283	330	391	555	675	834	955	1092	1217	1413
2206230	97	113	135	193	236	294	339	390	437	509
2206240	3174	3631	4200	5716	6808	8243	9331	10590	11694	13472
2206250	2072	2363	2727	3700	4405	5336	6045	6864	7588	8748
2206260	119	139	166	238	293	367	425	491	552	646
2206280	1605	1932	2354	3511	4362	5504	6382	7390	8310	9757
2206310	505	582	678	937	1123	1366	1550	1759	1946	2243
2206320	540	623	727	1007	1207	1470	1669	1896	2099	2421
2206330	764	887	1045	1469	1780	2197	2517	2884	3217	3743
2206340	790	958	1172	1730	2111	2618	2996	3380	3788	4327
2206350	433	501	587	818	985	1206	1374	1565	1739	2014
2206370	965	1114	1301	1801	2158	2625	2979	3383	3743	4316
2206380	921	1066	1249	1737	2088	2548	2897	3296	3652	4220
2206390	6566	7305	8184	10519	12147	14257	15813	17643	19156	21640
2206400	210	245	289	400	474	568	637	704	776	864
2206410	4509	5140	5914	7976	9445	11366	12811	14490	15941	18287
2206440	4536	5157	5918	7942	9384	11273	12694	14347	15771	18074
2206460	4499	5107	5850	7830	9241	11091	12482	14101	15495	17748
2206470	4496	5104	5846	7824	9233	11082	12472	14089	15482	17732
2206490	4508	5120	5868	7859	9278	11138	12537	14165	15567	17833
2206500	4502	5112	5858	7845	9261	11117	12513	14137	15535	17796
2206530	201	235	278	376	437	510	562	610	661	723
2206620	156	189	231	348	434	548	635	733	824	964
2206680	1583	1906	2323	3469	4310	5440	6310	7307	8217	9649
2206700	355	418	495	679	797	941	1045	1143	1248	1375
2206710	385	449	526	711	830	975	1079	1177	1283	1409
2206720	176	204	237	315	362	419	458	494	533	577
2206740	687	802	943	1293	1526	1819	2034	2241	2468	2744
2206750	175	194	219	281	322	372	407	440	477	518
2206760	325	409	532	907	1208	1634	2004	2383	2790	3389
2206790	277	325	384	522	609	714	788	858	933	1021
2206800	268	314	372	506	590	692	764	832	904	990
2206830	632	791	1021	1723	2285	3081	3775	4486	5248	6373
2206840	625	782	1010	1702	2256	3040	3723	4422	5172	6278
2206850	941	1151	1450	2320	2986	3907	4693	5481	6316	7525
2206880	450	557	694	1054	1298	1625	1869	2117	2377	2724
2206890	423	525	659	1011	1253	1578	1821	2070	2331	2682
2206900	431	536	671	1027	1271	1599	1844	2095	2358	2710
2206910	107	127	153	221	268	329	374	419	466	526
2206930	297	334	381	493	565	654	716	775	839	913
2206950	423	475	541	703	811	944	1039	1130	1230	1347
2206960	409	460	526	687	795	929	1024	1116	1216	1335
2206970	163	189	221	303	358	426	476	523	574	636
2206990	420	495	587	808	950	1126	1253	1373	1503	1661
2207000	135	159	187	255	298	349	385	418	454	495
2207010	601	728	889	1291	1555	1897	2146	2395	2655	2992
2207050	2238	2642	3187	4662	5714	7133	8263	9388	10584	12223
2207070	2227	2628	3168	4629	5669	7073	8189	9301	10481	12098
2207110	2224	2624	3162	4615	5649	7044	8151	9254	10425	12029
2207120	2218	2615	3150	4596	5623	7009	8108	9203	10366	11957
2207130	2214	2610	3144	4585	5609	6989	8084	9175	10333	11917
2207140	2208	2603	3134	4567	5585	6956	8044	9126	10276	11848
2207170	2539	3012	3596	5096	6114	7429	8413	9423	10415	11706
2207200	285	348	431	657	822	1042	1213	1392	1574	1818
2207210	96	119	148	228	287	365	426	491	556	646
2207230	215	265	330	510	643	822	966	1116	1271	1483
2207300	300	369	459	711	898	1149	1348	1556	1768	2058
2207350	295	370	480	817	1091	1479	1819	2169	2544	3101
2207390	273	334	414	634	793	1003	1165	1333	1502	1730
2207430	515	625	765	1141	1408	1759	2029	2310	2592	2969
2207440	516	626	767	1144	1412	1763	2035	2317	2599	2978
2207570	749	890	1062	1488	1772	2136	2414	2700	2981	3353
2207580	441	533	648	952	1166	1446	1663	1888	2113	2415
2207590	2239	2645	3141	4378	5202	6258	7047	7857	8649	9681
2207600	236	291	369	601	782	1033	1250	1469	1700	2039
2207630	354	434	537	822	1032	1313	1534	1764	1999	2316
2207660	497	607	749	1142	1430	1814	2115	2429	2747	3175
2207670	650	725	820	1048	1199	1382	1509	1630	1764	1917
2207680	168	204	249	366	446	549	630	713	796	908
2207710	940	1112	1326	1858	2207	2651	2978	3314	3637	4056
2207720	947	1121	1336	1873	2226	2674	3005	3344	3670	4094
2207810	243	303	382	610	781	1013	1198	1391	1590	1862
2207820	247	308	388	620	794	1030	1217	1413	1616	1893
2207860	401	493	612	947	1192	1521	1778	2046	2319	2689
2207870	391	480	596	923	1162	1482	1733	1994	2259	2619
2207880	1361	1614	1925	2712	3235	3900	4392	4896	5384	6019
2208000	288	340	405	575	693	845	959	1070	1191	1342
2208020	683	822	1007	1530	1916	2451	2863	3296	3764	4396
2208040	1018	1241	1524	2244	2721	3353	3818	4289	4785	5441
2208110	1584	1895	2295	3351	4087	5081	5827	6595	7422	8521
2208130	1576	1881	2275	3309	4028	4997	5722	6469	7273	8338
2208230	497	612	762	1165	1446	1829	2118	2417	2734	3161
2208250	643	776	954	1457	1829	2348	2748	3169	3624	4241
2208260	647	779	955	1453	1821	2332	2725	3138	3585	4188
2208270	673	810	992	1505	1884	2409	2813	3237	3696	4315
2208280	1665	1993	2412	3479	4202	5161	5869	6588	7358	8367
2208290	1667	1994	2409	3468	4184	5132	5832	6542	7302	8297
2208300	1708	2041	2464	3538	4264	5226	5933	6652	7421	8426
2208310	1711	2043	2465	3537	4261	5218	5923	6638	7404	8404
2208320	1717	2049	2473	3546	4270	5228	5932	6647	7413	8412
2208330	1773	2114	2548	3648	4390	5370	6090	6821	7604	8625
2208340	1770	2110	2542	3637	4375	5350	6066	6792	7571	8585
2208370	12	15	18	26	31	36	40	44	47	51
2208380	1828	2176	2619	3736	4487	5479	6206	6943	7733	8761
2208400	1823	2169	2609	3718	4463	5447	6167	6898	7680	8698
2208410	1825	2171	2611	3719	4464	5446	6167	6896	7678	8694
2208420	1822	2167	2606	3710	4453	5431	6148	6874	7652	8664
2208440	1819	2163	2599	3698	4437	5409	6122	6843	7616	8620
2208450	1818	2161	2597	3694	4431	5402	6113	6833	7604	8606
2208460	1834	2179	2618	3723	4464	5441	6157	6881	7657	8664
2208480	1830	2174	2611	3709	4447	5418	6128	6847	7618	8618
2208500	1876	2229	2676	3801	4556	5549	6276	7012	7801	8825
2208560	1878	2229	2675	3792	4542	5528	6249	6979	7760	8774
2208570	1869	2216	2656	3760	4500	5472	6182	6900	7669	8665
2208580	1856	2199	2634	3722	4449	5404	6101	6805	7559	8535
2208590	1850	2190	2622	3701	4423	5369	6059	6756	7502	8468
2208670	446	504	574	734	833	951	1033	1108	1192	1286
2208720	287	335	395	557	671	817	927	1050	1159	1333
2208810	222	253	293	395	463	550	612	673	739	819
2208930	335	387	453	629	753	913	1033	1168	1288	1477
2208950	620	712	825	1127	1339	1611	1813	2043	2243	2561
2208990	324	381	454	652	796	987	1133	1298	1448	1682
2209060	170	198	235	334	404	495	564	641	711	820
2209120	255	295	344	467	548	650	724	795	872	965
2209140	261	302	351	475	557	660	734	805	883	976
2209270	332	388	460	654	793	975	1112	1266	1404	1619
2209310	348	404	475	665	801	978	1111	1262	1397	1609
2209350	310	359	420	585	701	851	964	1090	1203	1381
2209480	251	320	409	649	814	1036	1204	1375	1552	1791
2209540	181	232	300	486	615	792	925	1063	1205	1398
2209550	264	337	432	689	867	1107	1288	1474	1667	1927
2209560	288	367	472	754	951	1217	1419	1626	1841	2132
2209610	260	330	422	668	836	1061	1230	1402	1580	1819
2209630	164	200	244	352	421	507	569	628	690	766
2209640	249	316	405	640	801	1017	1178	1343	1513	1741
2209770	232	291	376	629	826	1096	1327	1560	1806	2163
2210140	348	451	605	1099	1514	2116	2651	3212	3821	4736
2210240	181	230	293	458	570	717	827	938	1052	1204
2210420	1384	1733	2241	3797	5047	6827	8381	9979	11700	14240
2210430	1381	1729	2235	3788	5034	6809	8359	9951	11667	14200
2210460	1360	1702	2199	3721	4941	6676	8190	9745	11418	13887
2210470	1361	1705	2204	3735	4964	6714	8242	9812	11503	14000
2210480	379	478	622	1059	1407	1896	2318	2749	3209	3885
2210560	356	447	580	979	1293	1731	2108	2490	2898	3493
2210570	350	439	569	958	1265	1693	2061	2433	2830	3410
2210590	2350	2790	3400	5087	6312	7971	9359	10716	12142	14160
2210600	2331	2766	3368	5032	6240	7873	9239	10572	11973	13956
2210620	2296	2723	3313	4938	6114	7702	9028	10321	11680	13599
2210630	2296	2723	3312	4936	6111	7699	9024	10317	11674	13593
2210640	102	136	187	358	507	728	928	1141	1375	1731
2210660	2066	2580	3324	5594	7397	9960	12184	14462	16914	20518
2210720	153	172	197	255	292	335	365	393	422	456
2210730	153	172	197	255	292	336	366	394	423	457
2210750	215	244	281	368	424	491	539	583	632	688
2210780	245	278	319	416	479	555	608	658	712	776
2210800	174	198	227	298	344	399	437	473	512	558
2210810	2189	2617	3172	4611	5607	6943	7934	8955	10049	11496
2210820	2178	2605	3158	4593	5586	6919	7908	8926	10018	11462
2210840	2229	2668	3236	4707	5721	7083	8092	9130	10243	11715
2210920	211	275	371	679	937	1309	1637	1979	2350	2905
2210940	73	96	131	244	340	479	603	733	874	1086
2210950	69	90	123	231	322	455	573	697	831	1033
2210970	165	215	282	470	604	789	933	1082	1238	1454
2210990	314	410	555	1026	1424	2004	2520	3062	3652	4540
2211020	189	227	274	389	463	553	619	681	746	826
2211050	15	18	22	33	39	47	52	57	62	68
2211060	186	221	266	374	445	532	594	653	716	791
2211070	169	202	242	341	405	483	539	592	648	715
2211080	122	148	181	262	316	383	432	478	527	586
2211120	152	188	233	348	426	525	599	670	746	840
2211160	354	431	526	773	941	1158	1319	1476	1646	1857
2211170	257	312	380	553	668	813	919	1022	1132	1266
2211180	153	190	234	347	421	515	583	649	718	804
2211200	4	5	6	9	10	12	13	14	16	17
2211290	19046	22507	27149	39896	49104	61819	72047	82358	93497	108898
2211300	10729	12690	15374	22965	28473	36112	42522	48840	55571	65102
2211320	305	366	441	627	749	901	1011	1117	1229	1366
